rider_id
4101
463
15727
7754
6397
5803
19204
3175
4900
12799
6466
18024
2659
2122
4519
5156
16503
1829
17753
14832
17389
11748
20382
10817
16861
20497
7880
6357
18866
9376
496
18498
7554
7833
12940
7340
13623
17679
11317
2366
6658
16386
18479
4929
6623
8105
623
19499
4161
10081
17607
9564
1896
5614
18595
11316
21116
3179
12006
6393
15254
15538
21558
12367
19886
13261
16500
12626
7168
19200
392
10121
14423
14536
1483
14465
19878
1522
13622
10462
13060
8222
15162
6266
3213
5173
4391
21121
18382
1303
13910
11393
1650
19526
1339
18502
2776
17754
12393
16680
516
17837
20467
1270
20020
1352
5345
1903
6622
6825
2996
5287
8407
20120
5117
14714
19023
2572
17028
5984
10862
9517
7066
251
9946
6361
11146
18746
1265
19729
7644
21296
451
4078
4239
5308
21545
3986
14315
21394
19138
19165
4364
2259
4042
14958
13188
8650
6597
580
3490
5482
2025
3796
5074
85
12292
5223
137
18828
20473
20481
13795
13398
7333
2392
2655
5217
7576
17950
10632
3566
4307
7152
19149
6301
9647
17190
8716
5740
14752
9153
6500
17113
16999
21151
65
8577
6154
20485
6962
5697
458
1977
4294
1223
18334
3377
9403
15429
5433
19317
3425
2622
5682
11928
5578
5157
21035
20195
10840
2249
15535
2833
14770
3561
12284
2924
18328
10090
10597
6176
10416
3790
21484
2247
20542
2027
799
7810
9575
14458
6832
19833
19180
255
1157
10264
2156
6866
7892
15026
21126
7584
7404
19998
588
898
970
15647
15462
11243
4092
13468
20124
3631
15221
296
12260
17782
15931
8927
9721
5100
11487
5670
11550
16257
19428
4583
11287
7206
5061
2542
853
17904
8612
11402
16601
12530
8249
18405
20221
13313
19092
17613
8482
16724
14030
4396
20903
11014
20354
18673
19063
19733
10611
4799
17903
8146
11894
5457
9258
14556
13701
20223
78
4531
4167
3703
9925
4624
10558
513
5030
4697
1808
12727
20931
8664
8231
15157
5692
19686
1133
5867
12723
8145
1016
9433
7912
14760
10143
19328
9470
15633
16741
4126
18014
8085
10195
6939
13214
3087
5934
1533
19678
19284
17969
13528
8042
4512
12085
17972
11405
7169
6237
16317
6108
673
12401
12315
16234
17926
18304
15270
20314
6689
4762
1199
21049
11609
16544
593
5298
2173
3601
17225
7726
6157
11589
7132
4798
21200
4923
4474
11954
12008
6188
4713
4182
4796
13494
2835
6732
5383
11885
5571
9006
13288
19862
20490
11121
17074
1700
16968
10715
19215
12182
1331
7481
13751
108
11911
683
3124
1863
2739
5827
8755
14064
9640
7359
8423
7497
4452
7571
6754
5605
20097
950
7865
12384
5962
155
12782
11450
8011
8464
12796
2663
5417
18105
10290
12837
1675
10168
12355
8172
16721
15902
4321
12494
6124
6639
7103
7562
13066
3152
